Date Scraped,Job Title,Company Name,Location,Salary Range,Date Posted,Applicants,Job Level,Industry,Description,Recruiter Name,Recruiter Position,Job Link
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3892348728&keywords=software%20engineer&location=united%20states
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3892348729&keywords=software%20engineer&location=united%20states
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3892346862&keywords=software%20engineer&location=united%20states
2024-04-16,"Software Engineer, Enterprise",Notion,"San Francisco, CA","$145,000.00/yr - $225,000.00/yr",1 day ago,79 applicants,Not Applicable,Software Development,"About UsWe're on a mission to make it possible for every person, team, and company to be able to tailor their software to solve any problem and take on any challenge. Computers may be our most powerful tools, but most of us can't build or modify the software we use on them every day. At Notion, we want to change this with focus, design, and craft.We've been working on this together since 2016, and have customers like Pixar, Mitsubishi, Figma, Plaid, Match Group, and thousands more on this journey with us. Today, we're growing fast and excited for new teammates to join us who are the best at what they do. We're passionate about building a company as diverse and creative as the millions of people Notion reaches worldwide.Notion is an in person company, and currently requires its employees to come to the office for two Anchor Days (Mondays & Thursdays).About The RoleRemember the first time you solved a problem by programming? The delight and excitement you felt when it finally...worked? We want to deliver that experience to everyone by giving them the building blocks to create useful tools of all kinds—without needing to code. That's been the vision of computing pioneers since the 70s. Today, all the infrastructure is present, but we need your engineering to pull it off.What You'll DoYou'll work with others to build new product features from start to finish: through conception, research, implementation, and maintenance. For example, you might build a tool that allows admins to manage all their workspaces at once. You'll help improve performance and reliability, or polish existing features. For example, you might optimize our block data model.You'll build internal tools to support simplicity and productivity for the whole team. This might include building dashboards and alerting to ensure that our features are reliable.What We're Looking ForThoughtful problem-solving: For you, problem-solving starts with a clear and accurate understanding of the context. You can decompose tricky problems and work towards a clean solution, by yourself or with teammates. You're comfortable asking for help when you get stuck.Shipping quality user interfaces: You can work with others to build and maintain quality user interfaces for a big audience, using Web technologies like HTML, CSS, TypeScript, and a modern UI framework like React. If you've experienced the technical challenges of rapid growth, that's a plus.Familiarity with the backend: You understand how parts of a system fit together—from the user interface to the data model. Experienced candidates should be familiar with relational database systems like Postgres or MySQL.Pragmatic and business-oriented: You care about the business impact of what you're building, and you prioritize projects accordingly. You're not just going after cool stuff—you understand the balance between craft, speed, and the bottom line.Put users first: You think critically about the implications of what you're building, and how it shapes real people's lives. You understand that reach comes with responsibility for our impact—good and bad.Not ideological about technology: To you, technologies and programming languages are about tradeoffs. You may be opinionated, but you're not ideological and can learn new technologies as you go.Empathetic communication: You communicate nuanced ideas clearly, whether you're explaining technical decisions in writing or brainstorming in real time. In disagreements, you engage thoughtfully with other perspectives and compromise when needed.Team player: You understand when work is better, together. You enjoy collaborating cross-functionally to accomplish shared goals, and you care about learning, growing, and helping others to do the same.Bonus PointsYou're proficient with any part of our technology stack: React, TypeScript, Node.js, and Postgres.You have prior experience working on Enterprise systems: SAML, SCIM, eDiscovery, Access control mechanisms like RBAC, and more.You've heard of computing pioneers like Ada Lovelace, Douglas Engelbart, Alan Kay, and others—and understand why we're big fans of their work.You have interests outside of technology, such as in art, history, or social sciences.We hire talented and passionate people from a variety of backgrounds because we want our global employee base to represent the wide diversity of our customers. If you’re excited about a role but your past experience doesn’t align perfectly with every bullet point listed in the job description, we still encourage you to apply. If you’re a builder at heart, share our company values, and enthusiastic about making software toolmaking ubiquitous, we want to hear from you.Notion is proud to be an equal opportunity employer. We do not discriminate in hiring or any employment decision based on race, color, religion, national origin, age, sex (including pregnancy, childbirth, or related medical conditions), marital status, ancestry, physical or mental disability, genetic information, veteran status, gender identity or expression, sexual orientation, or other applicable legally protected characteristic. Notion considers qualified applicants with criminal histories, consistent with applicable federal, state and local law. Notion is also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation due to a disability, please let your recruiter know.Notion is committed to providing highly competitive cash compensation, equity, and benefits. The compensation offered for this role will be based on multiple factors such as location, the role’s scope and complexity, and the candidate’s experience and expertise, and may vary from the range provided below. For roles based in San Francisco, the estimated base salary range for this role is $145,000 - $225,000 per year.",NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3900095865&keywords=software%20engineer&location=united%20states
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3900201107&keywords=software%20engineer&location=united%20states
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3883495323&keywords=software%20engineer&location=united%20states
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3902506094&keywords=software%20engineer&location=united%20states
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3895037829&keywords=software%20engineer&location=united%20states
2024-04-16,Software Engineer,Microsoft,"Mountain View, CA","$76,400.00/yr - $165,400.00/yr",5 days ago,Over 200 applicants,Not Applicable,Software Development,"The Azure Networking team is looking for a Software Engineer who is interested in building the world’s most reliable cloud. We are redefining the nature of software in the network by writing the software that runs on the switches and building massive distributed systems to control Microsoft’s Cloud Datacenters.If you are interested in working in a start-up like environment, passionate about cloud computing technology, and building the next billion-dollar business, then look no further than the Azure Networking Team. Azure provides developers with on-demand compute and storage to create, host, scale, and manage scalable web application on the Internet through Microsoft’s global data centers, and via on-premises private cloud deployments of the Azure Platform.Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.ResponsibilitiesDesign and develop features and solutions.Fix software bugs and refactor code as needed.Develop and automate software unit and system testing for all code to ensure quality.Provide support and resolve issues for the Azure production network.Embody our culture and values. QualificationsRequired Qualifications:Bachelor's Degree in Computer Science, or related technical discipline with experience coding in languages including, but not limited to, C, C++, C#, or PythonOR equivalent experience.Other RequirementsAbility to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings: Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud Background Check upon hire/transfer and every two years thereafter.Preferred QualificationsKnowledge of IP routing related protocolsKnowledge of Linux kernel networkingKnowledge of hardware architecture or device driversKnowledge of data modelling or network management protocolsSoftware Engineering IC2 - The typical base pay range for this role across the U.S. is USD $76,400 - $151,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $100,300 - $165,400 per year.Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-payMicrosoft will accept applications and processes offers for these roles on an ongoing basis.#azurecorejobsMicrosoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3890447743&keywords=software%20engineer&location=united%20states
2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.linkedin.com/jobs/search/?currentJobId=3893009798&keywords=software%20engineer&location=united%20states
